Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	fatty acid metabolic process (GO:0006631)	7/124	1.150449e-06	1.004342e-03	0	0	1.480470e+01	2.024596e+02	ACSL5;PPARG;HACL1;PPARA;CRAT;ALOX15B;ACOT4
GO_Biological_Process_2021	short-chain fatty acid metabolic process (GO:0046459)	3/9	6.553035e-06	1.906933e-03	0	0	1.184940e+02	1.414295e+03	PCCB;CRAT;ACOT4
GO_Biological_Process_2021	progesterone metabolic process (GO:0042448)	3/9	6.553035e-06	1.906933e-03	0	0	1.184940e+02	1.414295e+03	DHRS9;AKR1C1;AKR1C2
GO_Biological_Process_2021	monocarboxylic acid metabolic process (GO:0032787)	6/143	3.773496e-05	8.235654e-03	0	0	1.069262e+01	1.089035e+02	AKR1C1;PCCB;PPARG;HACL1;PPARA;ACOT4
GO_Biological_Process_2021	prostanoid metabolic process (GO:0006692)	3/18	6.188009e-05	1.080426e-02	0	0	4.737619e+01	4.590901e+02	AKR1C1;AKR1C2;CYP4F8
GO_Biological_Process_2021	epithelial cell differentiation (GO:0030855)	5/101	7.911876e-05	1.151178e-02	0	0	1.258702e+01	1.188788e+02	DHRS9;ERBB4;AKR1C1;AKR1C2;PPARG
GO_Biological_Process_2021	C21-steroid hormone metabolic process (GO:0008207)	3/24	1.506181e-04	1.878423e-02	0	0	3.382993e+01	2.977292e+02	DHRS9;AKR1C1;AKR1C2
GO_Biological_Process_2021	negative regulation of sequestering of triglyceride (GO:0010891)	2/6	2.774147e-04	2.856671e-02	0	0	1.171118e+02	9.591450e+02	PPARG;PPARA
GO_Biological_Process_2021	regulation of macrophage derived foam cell differentiation (GO:0010743)	3/31	3.272247e-04	2.856671e-02	0	0	2.536352e+01	2.035388e+02	PPARG;PPARA;ALOX15B
GO_Biological_Process_2021	prostaglandin metabolic process (GO:0006693)	3/31	3.272247e-04	2.856671e-02	0	0	2.536352e+01	2.035388e+02	AKR1C1;AKR1C2;CYP4F8
GO_Biological_Process_2021	long-chain fatty acid metabolic process (GO:0001676)	4/83	4.723865e-04	3.749031e-02	0	0	1.209944e+01	9.265401e+01	ACSL5;HACL1;ALOX15B;ACOT4
GO_Biological_Process_2021	carboxylic acid metabolic process (GO:0019752)	3/40	6.992150e-04	5.086789e-02	0	0	1.918533e+01	1.393920e+02	SLC2A3;CYP4F8;ACOT4
